asv_id,predictor,comparison,spearman_r,p_raw,p_adj_BH,sig_BH,sig_raw
ASV_018,dissolved_oxygen,rRNA vs rDNA,0.5244,2.1463584091787007e-08,2.443745417679364e-08,True,True
ASV_019,dissolved_oxygen,rRNA vs rDNA,-0.9055,2.9241949314681585e-38,6.140809356083133e-38,True,True
ASV_020,dissolved_oxygen,rRNA vs rDNA,0.2497,0.012235703453445405,0.012776508025973379,True,True
ASV_021,dissolved_oxygen,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_001,salinity,rRNA vs rDNA,-0.8957,2.908993819411786e-36,5.8489343815832725e-36,True,True
ASV_002,salinity,rRNA vs rDNA,0.6346,1.348631711078614e-12,1.7222391445530949e-12,True,True
ASV_003,salinity,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_004,salinity,rRNA vs rDNA,0.9255,4.206857126571346e-43,1.0404668052085387e-42,True,True
ASV_005,salinity,rRNA vs rDNA,0.5651,9.049044636986079e-10,1.0756411549624961e-09,True,True
ASV_006,salinity,rRNA vs rDNA,-0.9209,7.110351797383984e-42,1.7010841641842696e-41,True,True
ASV_007,salinity,rRNA vs rDNA,0.9398,1.639755779992088e-47,4.3649836960352766e-47,True,True
ASV_008,salinity,rRNA vs rDNA,0.8121,1.1701518264846735e-24,1.842989126713361e-24,True,True
ASV_009,salinity,rRNA vs rDNA,-0.969,2.635606935006855e-61,8.166060831414683e-61,True,True
ASV_010,salinity,rRNA vs rDNA,-0.6483,3.044208682466842e-13,3.9139825917430827e-13,True,True
ASV_011,salinity,rRNA vs rDNA,0.6611,7.080925373809106e-14,9.358705563985461e-14,True,True
ASV_012,salinity,rRNA vs rDNA,0.8489,6.867144094447654e-29,1.2129815269631838e-28,True,True
ASV_013,salinity,rRNA vs rDNA,0.6664,3.7972438770430045e-14,5.054078118036112e-14,True,True
ASV_014,salinity,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_015,salinity,rRNA vs rDNA,0.7994,2.0732498060329441e-23,3.2383819284316235e-23,True,True
ASV_016,salinity,rRNA vs rDNA,0.5773,3.2227987046296915e-10,3.8551199694621e-10,True,True
ASV_017,salinity,rRNA vs rDNA,-0.9055,2.8556705808799706e-38,6.064289211082185e-38,True,True
ASV_018,salinity,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_019,salinity,rRNA vs rDNA,-0.993,1.2380076296438409e-92,4.978371106440126e-92,True,True
ASV_020,salinity,rRNA vs rDNA,-0.1429,0.155960686687064,0.15933280964246,False,False
ASV_021,salinity,rRNA vs rDNA,0.9411,6.167401301045233e-48,1.7141747733787486e-47,True,True
ASV_001,secchi_depth,rRNA vs rDNA,-0.9998,6.723744457388596e-168,3.434561357963364e-167,True,True
ASV_002,secchi_depth,rRNA vs rDNA,0.2461,0.013582876156585395,0.014105294470300218,True,True
ASV_003,secchi_depth,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_004,secchi_depth,rRNA vs rDNA,-0.8444,2.6078235911831074e-28,4.48071507939643e-28,True,True
ASV_005,secchi_depth,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_006,secchi_depth,rRNA vs rDNA,-0.9607,2.2835492262725917e-56,6.8506476788177755e-56,True,True
ASV_007,secchi_depth,rRNA vs rDNA,-0.7558,1.01199248818408e-19,1.4942701583343057e-19,True,True
ASV_008,secchi_depth,rRNA vs rDNA,0.8662,2.729709708491549e-31,4.867123914197196e-31,True,True
ASV_009,secchi_depth,rRNA vs rDNA,0.541,6.199631565267733e-09,7.1446973526561075e-09,True,True
ASV_010,secchi_depth,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_011,secchi_depth,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_012,secchi_depth,rRNA vs rDNA,0.819,2.2421140159167187e-25,3.7171890263882445e-25,True,True
ASV_013,secchi_depth,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_014,secchi_depth,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_015,secchi_depth,rRNA vs rDNA,0.9294,3.3482237710868147e-44,8.668688941580931e-44,True,True
ASV_016,secchi_depth,rRNA vs rDNA,0.9175,5.164387642617871e-41,1.2200865805684722e-40,True,True
ASV_017,secchi_depth,rRNA vs rDNA,-0.9255,4.238938836034787e-43,1.0404668052085387e-42,True,True
ASV_018,secchi_depth,rRNA vs rDNA,-0.7191,3.5685523269168046e-17,5.0711006750923014e-17,True,True
ASV_019,secchi_depth,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_020,secchi_depth,rRNA vs rDNA,-0.8789,2.8189854956975956e-33,5.172701540648986e-33,True,True
ASV_021,secchi_depth,rRNA vs rDNA,0.6926,1.4436861584500123e-15,1.9629977262377864e-15,True,True
ASV_001,ph,rRNA vs rDNA,0.9108,1.91651037753769e-39,4.261417192407334e-39,True,True
ASV_002,ph,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_003,ph,rRNA vs rDNA,0.9894,7.129505697344503e-84,2.3639939943826514e-83,True,True
ASV_004,ph,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_005,ph,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_006,ph,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_007,ph,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_008,ph,rRNA vs rDNA,-0.8815,1.0413319529829839e-33,1.9486310803344945e-33,True,True
ASV_009,ph,rRNA vs rDNA,-0.8972,1.4687119404951012e-36,2.9848016855223028e-36,True,True
ASV_010,ph,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_011,ph,rRNA vs rDNA,1.0,3.448065874529609e-228,1.9167189714296946e-227,True,True
ASV_012,ph,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_013,ph,rRNA vs rDNA,-0.4945,1.7071295696217908e-07,1.9205207658245148e-07,True,True
ASV_014,ph,rRNA vs rDNA,-0.7018,4.1654575262677084e-16,5.746507098281729e-16,True,True
ASV_015,ph,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_016,ph,rRNA vs rDNA,-0.8822,7.975705517311446e-34,1.5074083427718635e-33,True,True
ASV_017,ph,rRNA vs rDNA,0.9651,8.10396134670528e-59,2.4704011202053194e-58,True,True
ASV_018,ph,rRNA vs rDNA,-0.5458,4.273637264011249e-09,4.955321735571326e-09,True,True
ASV_019,ph,rRNA vs rDNA,-0.9087,5.8377010079604295e-39,1.2829366168657223e-38,True,True
ASV_020,ph,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_021,ph,rRNA vs rDNA,-0.931,1.0811130121458216e-44,2.837921656882782e-44,True,True
ASV_001,total_nitrogen,rRNA vs rDNA,-0.4926,1.92493018767194e-07,2.1527325767455423e-07,True,True
ASV_002,total_nitrogen,rRNA vs rDNA,-0.11,0.2760343807405027,0.28048654817180113,False,False
ASV_003,total_nitrogen,rRNA vs rDNA,0.9909,4.019692069683475e-87,1.3813123657639578e-86,True,True
ASV_004,total_nitrogen,rRNA vs rDNA,0.6878,2.7016976248456165e-15,3.647291793541582e-15,True,True
ASV_005,total_nitrogen,rRNA vs rDNA,-0.9917,3.602047030688697e-89,1.3615737776003275e-88,True,True
ASV_006,total_nitrogen,rRNA vs rDNA,-0.7628,2.895906869053936e-20,4.343860303580904e-20,True,True
ASV_007,total_nitrogen,rRNA vs rDNA,-0.5983,4.8976504406703045e-11,5.933691880042869e-11,True,True
ASV_008,total_nitrogen,rRNA vs rDNA,0.8979,1.055288016710111e-36,2.1679286430240325e-36,True,True
ASV_009,total_nitrogen,rRNA vs rDNA,-0.8844,3.398230101463987e-34,6.553729481394833e-34,True,True
ASV_010,total_nitrogen,rRNA vs rDNA,-0.7027,3.675632958078503e-16,5.108048743212038e-16,True,True
ASV_011,total_nitrogen,rRNA vs rDNA,0.7361,2.640993071596448e-18,3.810287713982662e-18,True,True
ASV_012,total_nitrogen,rRNA vs rDNA,0.8365,2.417353472867999e-27,4.0792839854647486e-27,True,True
ASV_013,total_nitrogen,rRNA vs rDNA,-0.9921,3.293883309821724e-90,1.296966553242304e-89,True,True
ASV_014,total_nitrogen,rRNA vs rDNA,-0.8924,1.220414910638167e-35,2.4279833485327743e-35,True,True
ASV_015,total_nitrogen,rRNA vs rDNA,0.9917,4.1485507268981736e-89,1.5374040929093232e-88,True,True
ASV_016,total_nitrogen,rRNA vs rDNA,0.3427,0.0004834239735686295,0.0005132984887891628,True,True
ASV_017,total_nitrogen,rRNA vs rDNA,0.9918,1.897842137159398e-89,7.320248243329107e-89,True,True
ASV_018,total_nitrogen,rRNA vs rDNA,-0.7519,1.9864120439310263e-19,2.9103246225035966e-19,True,True
ASV_019,total_nitrogen,rRNA vs rDNA,0.9915,1.666309783499295e-88,5.942123567572958e-88,True,True
ASV_020,total_nitrogen,rRNA vs rDNA,-0.9408,7.777485425322383e-48,2.0999210648370435e-47,True,True
ASV_021,total_nitrogen,rRNA vs rDNA,0.9911,9.589525589682125e-88,3.356333956388744e-87,True,True
ASV_001,total_phosphorus,rRNA vs rDNA,-0.0876,0.38627983319727177,0.3904111683116811,False,False
ASV_002,total_phosphorus,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_003,total_phosphorus,rRNA vs rDNA,-0.0703,0.48709715007549503,0.48968809236313066,False,False
ASV_004,total_phosphorus,rRNA vs rDNA,1.0,0.0,0.0,True,True
ASV_005,total_phosphorus,rRNA vs rDNA,-0.4704,7.860715570088869e-07,8.739266133804684e-07,True,True
ASV_006,total_phosphorus,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_007,total_phosphorus,rRNA vs rDNA,-0.9549,1.7572396578864077e-53,5.189348364695798e-53,True,True
ASV_008,total_phosphorus,rRNA vs rDNA,0.9264,2.3709164621018927e-43,6.055448801854834e-43,True,True
ASV_009,total_phosphorus,rRNA vs rDNA,-1.0,8.246541663958767e-205,4.453132498537735e-204,True,True
ASV_010,total_phosphorus,rRNA vs rDNA,-0.8785,3.260801127054524e-33,5.925878971281779e-33,True,True
ASV_011,total_phosphorus,rRNA vs rDNA,-1.0,0.0,0.0,True,True
ASV_012,total_phosphorus,rRNA vs rDNA,0.4595,1.5210670893386671e-06,1.681179414532211e-06,True,True
ASV_013,total_phosphorus,rRNA vs rDNA,0.9748,1.0899028531692141e-65,3.491383716084432e-65,True,True
ASV_014,total_phosphorus,rRNA vs rDNA,-0.3621,0.00021441274227098446,0.00023025004709781855,True,True
ASV_015,total_phosphorus,rRNA vs rDNA,-0.9065,1.815470011861366e-38,3.8991344572931613e-38,True,True
ASV_016,total_phosphorus,rRNA vs rDNA,-1.0,3.448065874529609e-228,1.9167189714296946e-227,True,True
ASV_017,total_phosphorus,rRNA vs rDNA,0.9999,8.843903042710023e-187,4.6430490974227624e-186,True,True
ASV_018,total_phosphorus,rRNA vs rDNA,0.5304,1.3794696458061974e-08,1.5801197761052807e-08,True,True
ASV_019,total_phosphorus,rRNA vs rDNA,0.9469,4.206330593309643e-50,1.2045401244477614e-49,True,True
ASV_020,total_phosphorus,rRNA vs rDNA,-0.8832,5.342130092140924e-34,1.0198611994087217e-33,True,True
ASV_021,total_phosphorus,rRNA vs rDNA,-0.5541,2.224160817149968e-09,2.6109713940456146e-09,True,True
ASV_001,doc,rRNA vs rDNA,-0.7151,6.374169663725412e-17,8.990433331672409e-17,True,True
ASV_002,doc,rRNA vs rDNA,-0.9987,5.557923017230348e-128,2.5010653577536564e-127,True,True
ASV_003,doc,rRNA vs rDNA,0.5513,2.7873188796775983e-09,3.2518720262905317e-09,True,True
ASV_004,doc,rRNA vs rDNA,0.9987,3.5682132783411785e-128,1.6448592917231286e-127,True,True
ASV_005,doc,rRNA vs rDNA,-0.8845,3.1930666488116e-34,6.221542233251468e-34,True,True
ASV_006,doc,rRNA vs rDNA,-0.6512,2.2187988126182914e-13,2.8920894867921176e-13,True,True
ASV_007,doc,rRNA vs rDNA,0.6167,8.431026901107768e-12,1.0552742280194491e-11,True,True
ASV_008,doc,rRNA vs rDNA,0.9986,2.5285037340103333e-126,1.1113655947161698e-125,True,True
ASV_009,doc,rRNA vs rDNA,-0.7036,3.236509078960975e-16,4.531112710545365e-16,True,True
ASV_010,doc,rRNA vs rDNA,-0.9991,3.2489198103964667e-135,1.615910116223506e-134,True,True
ASV_011,doc,rRNA vs rDNA,0.6,4.1972301641440646e-11,5.1179129098272785e-11,True,True
ASV_012,doc,rRNA vs rDNA,0.9983,1.9045847928569806e-122,7.999256129999318e-122,True,True
ASV_013,doc,rRNA vs rDNA,0.8904,2.8683457653092226e-35,5.647055725452532e-35,True,True
ASV_014,doc,rRNA vs rDNA,-0.8468,1.289628508003407e-28,2.2361448441526963e-28,True,True
ASV_015,doc,rRNA vs rDNA,0.9982,3.741818801007309e-122,1.5373994638921335e-121,True,True
ASV_016,doc,rRNA vs rDNA,0.999,1.1054323141434465e-134,5.3570950608490105e-134,True,True
ASV_017,doc,rRNA vs rDNA,-0.9133,5.167381007262714e-40,1.1766686871959676e-39,True,True
ASV_018,doc,rRNA vs rDNA,-0.9485,1.0235050896308878e-50,2.9760378760036584e-50,True,True
ASV_019,doc,rRNA vs rDNA,0.6267,3.072838581270312e-12,3.897761690336167e-12,True,True
ASV_020,doc,rRNA vs rDNA,-0.9988,8.842986235911661e-130,4.17831099646826e-129,True,True
ASV_021,doc,rRNA vs rDNA,-0.9985,2.7567869622049694e-125,1.1841653087653164e-124,True,True
